index,question_id,question,correct_answers,majority_answer,category,image_path
343,VizWiz_val_00001585,What does it say exactly on this coupon?,"['free baja shrimp taco', 'free baja shrimp tostada baja shrimp quesadilla $10 minimum purchase', 'free baja shrimps', 'free baja shrimp taco baja shrimp tostda baja shrimp quesadilla purchase', 'free baja shrimp taco bajo shrimp tostado baja shrimp quesadilla', 'free']",free baja shrimp taco,other,images/1585.jpg
344,VizWiz_val_00001589,Can you tell me if there are any photos on the CD cover and if so can you give me a description of them?,"['photo billy joel on stage piano', 'yes man at piano', 'billy joel on stage singing sitting at piano', 'billy joel playing piano live at shea stadium', 'billy joel at piano in concert', 'yes piano man', 'yes man playing piano', 'billy joel dressed in all black playing piano onstage for crowd', 'man playing piano', 'billy joel playing piano for audience']",photo billy joel on stage piano,other,images/1589.jpg
345,VizWiz_val_00001592,What beer is that?,"['corona extra', 'corona']",corona extra,other,images/1592.jpg
346,VizWiz_val_00001598,what is the name of the product in the can in the picture?,['lysol'],lysol,other,images/1598.jpg
347,VizWiz_val_00001599,What kind of pasta-roni is this? Guess what?,"['fettuccine alfredo', 'fettuccine']",fettuccine alfredo,other,images/1599.jpg
348,VizWiz_val_00001600,What sent?,"['sage sweet grass', 'sae sweet grass', 'sage']",sage sweet grass,other,images/1600.jpg
349,VizWiz_val_00001603,what kind of pee is this?,"['celestial', 'sleepytime herbal tea', 'sleepytime', 'tea', 'sleepy time', 'sleepy time herbal tea', 'celestial seasonings sleepy time herbal time']",sleepytime herbal tea,other,images/1603.jpg
350,VizWiz_val_00001607,Can you tell me if this looks like hamburger?,"['yes', 'looks like hamburger meat', 'yes does']",yes,yes/no,images/1607.jpg
351,VizWiz_val_00001610,What is this?,"['soap', 'dove rich nourishment lotion', 'cream', 'dove cream', 'dove rich nourishment cream', 'dove face cream']",dove rich nourishment cream,other,images/1610.jpg
352,VizWiz_val_00001613,What is this?,"['vegetable blend', 'veggies', 'mediterranean vegetable blend in olive oil', 'mediterranean vegetable blend', 'frozen veggies', 'bag vegetables', 'frozen mediterranean vegetable blend']",mediterranean vegetable blend,other,images/1613.jpg
353,VizWiz_val_00001617,What is in the tin?,"['organic baked beans', 'baked beans']",baked beans,other,images/1617.jpg
354,VizWiz_val_00001620,Can you please tell me what that packet is?,"['package ground beef', 'lean steak mince', 'burger', 'beef', 'minced meat', 'hamburger', 'ground beef']",lean steak mince,other,images/1620.jpg
355,VizWiz_val_00001623,What do you say?,"['yuck', 'good morning', 'beer', 'drink', 'cup', 'tea', 'coffee', 'thank you']",yuck,other,images/1623.jpg
356,VizWiz_val_00001626,Is this a regular coke or a diet coke?,"['diet coke', 'diet']",diet,other,images/1626.jpg
357,VizWiz_val_00001627,What is this?,"['mouse', 'wireless mouse', 'computer mouse', 'logitech mouse']",mouse,other,images/1627.jpg
358,VizWiz_val_00001628,What color is this and what is it?,"['grey black michael kors handbag', 'white black handbag', 'brown handbag', 'grey black michael kors hand bag', 'tan purse', 'white gold print purse', 'beige pocketbook', 'white black purse', 'tan brown purse', 'tan brown mk purse']",grey black michael kors handbag,other,images/1628.jpg
359,VizWiz_val_00001634,What is this?,"['upc symbol', 'bar code', 'dvd', 'movie', 'dcd', 'dvd bar codes', 'err']",dvd,other,images/1634.jpg
360,VizWiz_val_00001640,What is my computer screen showing?,"['system error', 'computer unable to restart asking if you want to restore', 'directions for restoring computer', 'window', 'computer unable to start', 'system restore', 'computer was unable to start checking for problems', 'want to restore your computer usin', 'computer was unable to start', 'restore computer screen']",system error,other,images/1640.jpg
361,VizWiz_val_00001642,What brand is this popcorn?,"['act ii', 'butters lovers', 'act 2']",act ii,other,images/1642.jpg
362,VizWiz_val_00001645,What is this?,"['arrowhead spring water', 'water', 'water bottle', 'bottle water', 'arrowhead water']",water bottle,other,images/1645.jpg
363,VizWiz_val_00001647,What is that?,"['couch', 'blue couch cushions pillows', 'blue couch']",couch,other,images/1647.jpg
364,VizWiz_val_00001651,I know but what color?,"['white', 'dark blue']",white,other,images/1651.jpg
365,VizWiz_val_00001653,What color is my hand?,"['light', 'tan', 'white', 'flesh', 'light brown', 'peach']",white,other,images/1653.jpg
366,VizWiz_val_00001654,What's in this basket?,"['candy', 'assortment candy', 'chocolate']",candy,other,images/1654.jpg
367,VizWiz_val_00001657,What is this?,"['jell o', 'jello', 'vanilla pudding mix', 'jello pudding', 'instant pudding', 'box jello', 'jell o instant pudding']",jello,other,images/1657.jpg
368,VizWiz_val_00001659,What color is that please?,"['white', 'grey']",white,other,images/1659.jpg
369,VizWiz_val_00001663,What is the title of this cd?,['jazz collection'],jazz collection,other,images/1663.jpg
370,VizWiz_val_00001667,What is this?,"['glass', 'wine', 'wine tumbler', 'wine glass', 'drinking glass']",glass,other,images/1667.jpg
371,VizWiz_val_00001668,Does Buddy's face look cute or not?,"['yes', 'cute', 'no']",yes,yes/no,images/1668.jpg
372,VizWiz_val_00001674,I believe this is silver oak.  What year is it?,['2000'],2000,number,images/1674.jpg
373,VizWiz_val_00001678,What is this?,"['fiber n mor', 'dietary supplement', 'fiber n mor dietary supplement', 'fiber dietary supplement', 'fiber', 'fiber pills', 'fiber n mor supplements']",fiber n mor,other,images/1678.jpg
374,VizWiz_val_00001679,What is this item?,"['domino confectioners sugar', 'confectioners sugar', 'dominic confectioners sugar', 'domino powdered sugar', 'sugar']",confectioners sugar,other,images/1679.jpg
375,VizWiz_val_00001681,What kind of dog is this?,"['bulldog', 'english bull dog', 'bull', 'pug', 'bull dog']",bulldog,other,images/1681.jpg
376,VizWiz_val_00001690,What is this?,"['blistex', 'blistex lip balm', 'blistex chapstick', 'blistex medicated lip balm', 'lipbalm', 'chapstick', 'blistex medicated chapstick']",blistex,other,images/1690.jpg
377,VizWiz_val_00001691,What is this item?,"['hot pepper sauce', 'jamaican wildfire hot pepper sauce', 'spice', 'hak has jamaican wildfire hot pepper sauce hot as hell', 'jamaican hot sauce', 'pepper sauce']",hot pepper sauce,other,images/1691.jpg
378,VizWiz_val_00001694,What can is this?,"['beans item', 'beans']",beans,other,images/1694.jpg
379,VizWiz_val_00001697,What is this thing?,"['label maker', 'p touch label maker', 'keyboard', 'phone']",label maker,other,images/1697.jpg
380,VizWiz_val_00001699,What do I use this for?,"['hammer', 'hammer nails', 'hammering nails', 'hammering', 'repairments', 'building things', 'for putting nut']",hammer,other,images/1699.jpg
381,VizWiz_val_00001701,What kind of spice is this?,['thyme'],thyme,other,images/1701.jpg
382,VizWiz_val_00001704,What kind of cookies are these?,"['halloween', 'insufficient image', 'pumpkin', 'haloween', 'lofthouse', 'halloween sugar', 'cookies']",halloween,other,images/1704.jpg
383,VizWiz_val_00001709,What is this and what does it look like?,"['bowl', 'light baseball', 'round baseball light', 'baseball tap light', 'baseball light', 'looks like baseball', 'baseball weight', 'looks like baseball unsure contents inside', 'baseball']",baseball,other,images/1709.jpg
384,VizWiz_val_00001711,What is in this bottle?,"['cinnamon', 'ground cinnamon']",cinnamon,other,images/1711.jpg
385,VizWiz_val_00001720,Which coffee is this?,"['express perugia', 'perugia']",express perugia,other,images/1720.jpg
386,VizWiz_val_00001721,What's this?,"['computer', 'computer on desk', 'dell desk top computer']",computer,other,images/1721.jpg
387,VizWiz_val_00001722,What flavor are these pringles?,"['thai sweet chili', 'chai sweet chilu', 'chili', 'prngles flavor', 'thai sweet chilli']",thai sweet chili,other,images/1722.jpg
388,VizWiz_val_00001723,What color is this?,"['white', 'off white']",white,other,images/1723.jpg
389,VizWiz_val_00001724,What is this color please?,"['silver', 'grey', 'this grey color', 'grey silver']",silver,other,images/1724.jpg
390,VizWiz_val_00001725,What color is this hair?,"['auburn', 'brown', 'light brown', 'red', 'reddish brown']",brown,other,images/1725.jpg
391,VizWiz_val_00001730,What is the title of this book?,['fishing in air'],fishing in air,other,images/1730.jpg
392,VizWiz_val_00001731,What is this?,"['baby chair', 'baby bouncer', 'baby walker', 'baby seat buttons', 'bouncy seat for baby']",baby walker,other,images/1731.jpg
393,VizWiz_val_00001734,What is this?,"['sauce', 'sauteed potato bacon', 'sauateed potato bacon', 'sauted potato bacon', 'dressing', 'yogurt']",sauted potato bacon,other,images/1734.jpg
394,VizWiz_val_00001737,What is that a coupon for?,"['yogurt', 'yoplait yogurt', 'yoplait yogurt 10 $5', 'yoplait', 'discount']",yogurt,other,images/1737.jpg
395,VizWiz_val_00001742,What is this drink?,"['pepsi', 'diet pepsi', 'coffee']",pepsi,other,images/1742.jpg
396,VizWiz_val_00001751,What is this image?,"['dartboard', 'dart board', 'darts board', 'bulls eye']",dart board,other,images/1751.jpg
397,VizWiz_val_00001753,What is the label on this bottle?,"['mexican oregano', 'world spice mexican oregano', 'world spice mexicano oregano']",mexican oregano,other,images/1753.jpg
398,VizWiz_val_00001756,What dvd is this?,"['movie', 'doctor who']",doctor who,other,images/1756.jpg
399,VizWiz_val_00001757,What is this?,"['sony laptop', 'laptop', 'computer', 'sony vaio laptop', 'sony vaio']",laptop,other,images/1757.jpg
400,VizWiz_val_00001758,What is this product?,"['parmesan roasted garlic', 'dressing', 'this newmans own parmesan roasted garlic salad dressing', 'roasted garlic', 'parmesan', 'salad dressing', 'parmesan roasted garlic alfredo', 'newmans own parmesan roasted garlic salad dressing', 'parmesan roasted garlic dressing']",parmesan roasted garlic dressing,other,images/1758.jpg
401,VizWiz_val_00001761,What is this?,"['calculator', 'part microwave', 'microwave', 'control panel', 'microwave panel']",microwave,other,images/1761.jpg
402,VizWiz_val_00001763,What color is this dog ornament?,"['black', 'red', 'black red white', 'black dog red white christmas stocking', 'black dog holding red stocking']",black,other,images/1763.jpg
403,VizWiz_val_00001764,What is this package?,"['veggie lasagna', 'farmers harvest microwavable meal', 'vegetable lasagna', 'microwave dinner', 'frozen dinner', 'food', 'microwavable food', 'frozen vegetable lasagna', 'farmers harvest veggie lasagne']",vegetable lasagna,other,images/1764.jpg
404,VizWiz_val_00001765,What is the name of this product?,"['sun', 'sun plus oxi', 'sun ox', 'sun laundry soap']",sun,other,images/1765.jpg
405,VizWiz_val_00001774,What flavor is this?,"['apple strudel', 'apple']",apple strudel,other,images/1774.jpg
406,VizWiz_val_00001775,What is in this box?,"['roast beef meal', 'roast beef', 'traditional roast beef']",roast beef,other,images/1775.jpg
407,VizWiz_val_00001777,What color is my dog?,"['mostly white light brown spots', 'blonde', 'cream', 'white', 'yellow', 'dog very light tan blond color', 'golden', 'beige', 'tan']",yellow,other,images/1777.jpg
408,VizWiz_val_00001778,What is it?,"['snow', 'sidewalk', 'snowy street', 'snow covered path', 'snow covered sidewalk', 'sidewalk snow trees', 'snowy walkway', 'tree']",snow,other,images/1778.jpg
409,VizWiz_val_00001782,What is this object?,"['ashtray', 'decorative bronze sculpture lioness', 'statue', 'no', 'ash tray', 'dog bowl', 'plague tiger on top']",ashtray,other,images/1782.jpg
410,VizWiz_val_00001783,"I know this is healthy choice, but what dinner is it?","['salisbury steak', 'steak', 'homestyle salisbury steak']",salisbury steak,other,images/1783.jpg
411,VizWiz_val_00001785,What color is this shirt?,"['red', 'pink']",red,other,images/1785.jpg
412,VizWiz_val_00001786,What is this?,"['large cup', 'cup', 'loves togo cup', 'pop cup some other stuff', 'styrofoam cup', 'this cup']",cup,other,images/1786.jpg
413,VizWiz_val_00001788,What kind of pizza is this?,"['thin crust', 'mama cozzis', 'sausage', 'thin crust sausage', 'cheese']",thin crust,other,images/1788.jpg
414,VizWiz_val_00001790,What kind of dinner is this?,"['microwave sesame chicken', 'sesame chicken', 'marie callenders sesame chicken dinner']",sesame chicken,other,images/1790.jpg
415,VizWiz_val_00001797,What color is this chair?,"['black', 'brown', 'office', 'grey', 'blue']",black,other,images/1797.jpg
416,VizWiz_val_00001801,Alright what is the expiration on this carton of milk?,"['march 21 2012', 'march 21 12', 'mar 21 12', 'march 21st 2012', '03 21 2012']",march 21 2012,other,images/1801.jpg
417,VizWiz_val_00001804,What's in the picture?,"['table cups in kitchen', 'cookie tin', 'scotch gift', 'kitchen table top', 'tall green metal tin coffee cups', 'cup&juice', 'container bow', 'gift tin', 'gift can', 'green tin bow on top about size shape pringles can']",table cups in kitchen,other,images/1804.jpg
418,VizWiz_val_00001805,Is this item?,"['poultry seasoning', 'yes', 'seasoning']",poultry seasoning,other,images/1805.jpg
419,VizWiz_val_00001810,What is this?,"['sony playstation controller', 'controller', 'sony game', 'playstation game controller', 'playstation controller', 'red playstation controller', 'video game controller', 'joystick']",sony playstation controller,other,images/1810.jpg
420,VizWiz_val_00001816,What is this?,"['coffee creamer', 'coffee mate', 'coffe mate french vanilla', 'french vanilla coffee creamer']",coffee creamer,other,images/1816.jpg
421,VizWiz_val_00001818,Coffee is this?,"['gevalia', 'gevalia swiss hazelnut']",gevalia,other,images/1818.jpg
422,VizWiz_val_00001823,What's this?,"['water bottle', 'pink sports bottle', 'cup', 'pink water bottle', 'unsure']",water bottle,other,images/1823.jpg
423,VizWiz_val_00001824,What catalogue is this?,"['bed bath beyond', 'arewf']",bed bath beyond,other,images/1824.jpg
424,VizWiz_val_00001826,What color is the curtains?,"['white', 'gold', 'beige', 'off white']",white,other,images/1826.jpg
425,VizWiz_val_00001827,"Hello, tell me please, what color is this t-shirt?",['white'],white,other,images/1827.jpg
426,VizWiz_val_00001831,Which DVD is this?,"['fresh prince', 'fresh prince bel air', 'fresh prince bel air season 1', 'fresh prince belair season 1', 'fresh prince bell air', 'fresh prince bel airseason 1']",fresh prince bel air,other,images/1831.jpg
427,VizWiz_val_00001835,What's the title of this CD?,['quiet 1'],quiet 1,other,images/1835.jpg
428,VizWiz_val_00001836,What is this?,"['cabernet 2009', 'wine', 'cabernet sauvignon', 'bottle wine', 'horse heaven columbia cabernet 2007 wine']",wine,other,images/1836.jpg
429,VizWiz_val_00001838,Are these blueberry or cheese?,['cheese'],cheese,other,images/1838.jpg
430,VizWiz_val_00001840,What flavor of coffee is this?,"['spicy eggnog', 'spicy egg nog']",spicy eggnog,other,images/1840.jpg
431,VizWiz_val_00001842,What is this?,"['aquafina water', 'bottle aquafina water', 'water', 'plastic bottle aquafina brand water', 'bottle water', 'water bottle', 'plastic bottle water']",water,other,images/1842.jpg
432,VizWiz_val_00001846,What is in this image?,"['dog', 'black white dog laying on rug', 'cute dog']",dog,other,images/1846.jpg
433,VizWiz_val_00001848,What is this?,"['bowl', 'green bowl on blankets', 'green bowl', 'bowl spoon on blanket']",bowl,other,images/1848.jpg
434,VizWiz_val_00001857,What is in this box?,"['rigatoni', 'rigatoni meal 7 minutes', 'frozen rigatoni']",rigatoni,other,images/1857.jpg
435,VizWiz_val_00001858,What is the setting on this dryer?,"['counter clockwise regular wrinkle control time dry delicates wrinkle release air fluff', 'regular', 'off', 'not on setting', 'nothing']",off,other,images/1858.jpg
436,VizWiz_val_00001860,this can?,"['split pea soup', 'split pea', 'yes', 'campbells select soup', 'soup', 'select harvest split pea roasted']",split pea soup,other,images/1860.jpg
437,VizWiz_val_00001861,What color is this shirt?,"['white gold', 'white', 'white pinstripes', 'white stripes', 'white red', 'grey']",white,other,images/1861.jpg
438,VizWiz_val_00001870,What color is this marker?,"['white', 'purple', 'blue']",purple,other,images/1870.jpg
439,VizWiz_val_00001873,What color is this?,['grey'],grey,other,images/1873.jpg
440,VizWiz_val_00001875,What bill is this?,"['1 dollar', '1', 'this 1 dollar bill', '$1']",1 dollar,other,images/1875.jpg
441,VizWiz_val_00001877,What is this stuffed animal?,['snail'],snail,other,images/1877.jpg
442,VizWiz_val_00001878,what is this?,"['vending machine', 'soda machine', 'soda vending machine', 'pepsi soda machine', 'pepsi vending machine', 'pepsi']",vending machine,other,images/1878.jpg
443,VizWiz_val_00001881,What is the color of this fabric?,"['blue white', 'white teal', 'white turquoise', 'blu white', 'grey black purple teal', 'teal', 'white black skyblue grey violet']",blue white,other,images/1881.jpg
444,VizWiz_val_00001891,What's inside this image?,"['leg foot', 'toes', 'leg foot floor rug', 'leg', 'foot', 'feet person rug', '2 feet 1 leg 1 rug']",leg,other,images/1891.jpg
445,VizWiz_val_00001892,"What color is this shirt, please?","['blue', 'aqua blue', 'teal', 'aqua']",blue,other,images/1892.jpg
446,VizWiz_val_00001893,What color is my shirt?,['grey'],grey,other,images/1893.jpg
447,VizWiz_val_00001894,Does that sign say?,['hot dogs'],hot dogs,other,images/1894.jpg
448,VizWiz_val_00001896,What kind of coffee is this?,"['french vanilla', 'maxwell house', 'maxwell house french vanilla', 'massimo', 'massimo maxwell house french vanilla']",french vanilla,other,images/1896.jpg
449,VizWiz_val_00001899,What magazine is this?,"['good housekeeping', 'fvsdv']",good housekeeping,other,images/1899.jpg
450,VizWiz_val_00001900,What is that?,"['book', 'camel cigarettes', 'domestic blend', 'cigarette box', 'cigarette pack', 'cigars', 'domestic blend cigarette', 'cigarettes']",camel cigarettes,other,images/1900.jpg
451,VizWiz_val_00001905,What is this object?,"['nature valley oats dark chocolate granola bar', 'crunch bar', 'granola bar', 'nature valley oats n dark chocolate bar', 'oats n dark chocolate crunchy bar', 'dark chocolate granola bar']",granola bar,other,images/1905.jpg
452,VizWiz_val_00001911,What color is this?,"['light green', 'green', 'teal']",green,other,images/1911.jpg
453,VizWiz_val_00001914,What is in this box?,"['roast beef', 'food', 'traditional roast beef']",roast beef,other,images/1914.jpg
454,VizWiz_val_00001917,What is in this cereal box?,"['fruit yogurt brand', 'special k cereal', 'fruit yogurt', 'special k fruit yogurt', 'special k fruit yogurt cereal', 'cereal', 'cereal box', 'special k']",special k fruit yogurt,other,images/1917.jpg
455,VizWiz_val_00001920,What kind of chips are these?,"['doritos nacho cheese', 'nacho cheese', 'doritos', 'dorito nacho cheese', 'nacho cheese doritos']",doritos nacho cheese,other,images/1920.jpg
456,VizWiz_val_00001921,What is this?,"['ottoman', 'box', 'foot stool', 'stool', 'footstool']",ottoman,other,images/1921.jpg
457,VizWiz_val_00001923,What is the computer screen showing?,"['mouse arrow', 'cursor', 'nothing', 'blue', 'blue screen', 'arrow', 'blank', 'blue arrow']",blue screen,other,images/1923.jpg
458,VizWiz_val_00001925,What kind of wine is this?,"['fetzer riesling', 'fetzer', 'riesling', 'white riesling']",fetzer riesling,other,images/1925.jpg
459,VizWiz_val_00001928,Which game is this?,['nascar 07'],nascar 07,other,images/1928.jpg
460,VizWiz_val_00001931,What is this?,"['tortilla wraps', 'tortilla wrap', 'flour tortilla wraps', 'wraps', 'flour tortillas']",tortilla wraps,other,images/1931.jpg
461,VizWiz_val_00001934,What is this?,"['salt', 'sale', 'morton salt']",salt,other,images/1934.jpg
462,VizWiz_val_00001944,What is it?,"['corgi', 'dog']",dog,other,images/1944.jpg
463,VizWiz_val_00001947,What is the title of the book?,"['auf die lange', 'auf die lange kommt es', 'auf die länge kommt es']",auf die lange kommt es,other,images/1947.jpg
464,VizWiz_val_00001948,"This is a package of something, What is it?","['bag tomato basil rice', 'tomato basil rice', 'tomato n basil rice']",tomato basil rice,other,images/1948.jpg
465,VizWiz_val_00001954,What kind of fish is this?,['salmon'],salmon,other,images/1954.jpg
466,VizWiz_val_00001960,What's in the jar?,"['nutmeg', 'ground nutmeg']",nutmeg,other,images/1960.jpg
467,VizWiz_val_00001962,What is in that bottle?,"['coke', 'soda pop maybe coca cola', 'soda', 'coca cola soda']",soda,other,images/1962.jpg
468,VizWiz_val_00001963,What is this?,"['clicker', 'tv remote', 'remote control', 'samsung remote control', 'samsung tv remote', 'remote', 'samsung remote']",remote,other,images/1963.jpg
469,VizWiz_val_00001967,What does this say?,"['springs', 'banjees wrist wallet', 'wrist wallet', 'sprigs wrist wallet for cell phone cash credit cards etc', 'sprigs wrist wallet']",wrist wallet,other,images/1967.jpg
470,VizWiz_val_00001968,What color is this purse?,"['blue red yellow', 'blue yellow red', 'red blue yellow', 'blue whit red yellow stripes', 'red blue yellow striped', 'red yellow blue', 'red blue', 'red blueyellow']",blue red yellow,other,images/1968.jpg
471,VizWiz_val_00001972,What is this?,"['peonies', 'roses', 'flowers', 'flower']",flowers,other,images/1972.jpg
472,VizWiz_val_00001973,What is this?,"['lysol sanitizing wipes', 'lysol wipes', 'disinfecting wipes']",lysol sanitizing wipes,other,images/1973.jpg
473,VizWiz_val_00001976,What color are the three wires from left to right?,"['red black white', 'red black tan', 'red blue white']",red black white,other,images/1976.jpg
474,VizWiz_val_00001980,What kind of yogurt is this?,"['light fit', 'blueberry', 'light fit blueberry', 'berry']",blueberry,other,images/1980.jpg
475,VizWiz_val_00001981,What is this?,"['cream mushroom soup', 'soup', 'cream mushroom', 'can campbells condensed cream mushroom soup']",cream mushroom soup,other,images/1981.jpg
476,VizWiz_val_00001983,"Which Marie Callander's Dish is this, Chicken or Meat Loaf?","['chicken', 'herb roasted chicken']",chicken,other,images/1983.jpg
477,VizWiz_val_00001984,What kind of can is this?,"['beer', 'aluminum', 'stone ice', '24 oz keystone ice', 'keystone ice 24 fl oz', 'beer can']",beer,other,images/1984.jpg
478,VizWiz_val_00001986,What kind of insect is this?,"['roach', 'cockroach', 'beetle', 'lightning bug', 'bettle', 'fdasfsdf']",beetle,other,images/1986.jpg
479,VizWiz_val_00001987,What is this?,"['ginger ale', 'gingerale', 'can', 'can ginger ale', 'extra d ginger image cut off cannot see top', 'can drink ginger']",ginger ale,other,images/1987.jpg
480,VizWiz_val_00001990,What color are the stones in this earring?,"['pink', 'magenta', 'red', 'purple']",pink,other,images/1990.jpg
481,VizWiz_val_00001991,What is this?,"['can cheese balls', 'snack', 'cheeseballs', 'cheese balls', 'utz cheese balls']",cheese balls,other,images/1991.jpg
482,VizWiz_val_00001993,What color is this?,"['pink', 'burgundy', 'purple', 'fdsaf']",pink,other,images/1993.jpg
483,VizWiz_val_00001994,Is this bag black and white?,"['yes', 'white black spots', 'yes white black polka dots', 'white black polka dots']",yes,yes/no,images/1994.jpg
484,VizWiz_val_00001997,what does it say?,"['77 degrees', '77']",77,number,images/1997.jpg
485,VizWiz_val_00002001,What color is this?,"['peach', 'light pink', 'pink']",pink,other,images/2001.jpg
486,VizWiz_val_00002024,What does the sky look like?,"['clear', 'light blue white clouds', 'grey', 'blue white', 'blue white fluffy clouds', 'really white', 'clear blue', 'clear few clouds', 'sky looks white']",grey,other,images/2024.jpg
487,VizWiz_val_00002025,Is the dog lying on his bed?,['no'],no,yes/no,images/2025.jpg
488,VizWiz_val_00002026,What color is it?,"['white', 'grey']",grey,other,images/2026.jpg
489,VizWiz_val_00002029,What product is this?,"['dental', 'pet dental', 'pet care item', 'pet dental spray']",pet dental,other,images/2029.jpg
490,VizWiz_val_00002032,What is it?,"['watch', 'wristwatch']",watch,other,images/2032.jpg
491,VizWiz_val_00002035,What is this?,"['video game', 'skyrim manual', 'skyrim game', 'skyrim pc game', 'skyrim booklet', 'game manual', 'elder scrolls v skyrim booklet']",video game,other,images/2035.jpg
492,VizWiz_val_00002040,What is this?,"['1 dollar bill', 'dollar bill', 'dollar', 'money', 'dollars']",1 dollar bill,other,images/2040.jpg
493,VizWiz_val_00002043,What food is in this can?,"['ravioli', 'corn', 'ravioli food']",ravioli,other,images/2043.jpg
494,VizWiz_val_00002046,What kind of cigarettes are these?,"['american spirit', 'black packaged american spirits']",american spirit,other,images/2046.jpg
495,VizWiz_val_00002050,What color is the cabinets?,"['white', 'white brown borders handles']",white,other,images/2050.jpg
496,VizWiz_val_00002054,Can you describe the photo outside the text?,"['trophies', 'price', 'trophies in gym space', '3 trophies', '3 trophy', '3 trophy in line 1 medal', '3 prizes for winners in respective competition']",3 trophies,other,images/2054.jpg
497,VizWiz_val_00002060,What color is this t-shirt?,"['grey', 'light blue silver', 'grey blue', 'blue', 'blue grey', 'white']",grey,other,images/2060.jpg
498,VizWiz_val_00002069,"What is this, and is it like a TV dinner to put into the microwave?","['tv dinner yes', 'turn box 90 degrees to left appears to be frozen pasta dinner for microwave', 'as', 'tv dinner yes cant see what', 'yes tv dinner', 'fettucine alfredo yes', 'yes', 'alfredo tv dinner', 'chicken noodles tv dinner', 'pasta yes']",tv dinner yes,other,images/2069.jpg
499,VizWiz_val_00002071,What is this?,"['chocolate', 'chocolates', 'chocolateness', 'choclateness']",chocolate,other,images/2071.jpg
