question_id,image_path,question,choices,correct_answer,predicted_answer,raw_confidence,is_correct
416,images/416.jpg,What is this room for?,"['sleep', 'exercising', 'washing', 'cooking']",sleep,Sleep,0.997771143913269,1
417,images/417.jpg,What level or league of baseball are the players most likely playing in?,"['minor', 'major', 'college', 'junior']",college,Minor,0.4779045581817627,0
418,images/418.jpg,Which of these emotions is the person least likely to be experiencing?,"['contentedness', 'sadness', 'joy', 'happiness']",sadness,Sadness,0.8569424748420715,1
419,images/419.jpg,From which item can you get the most protein?,"['salami', 'wine', 'cheese', 'bread']",salami,Salami,0.8238609433174133,1
420,images/420.jpg,What country is this in?,"['united states', 'england', 'canada', 'mexico']",canada,Canada,0.9876279830932616,1
421,images/421.jpg,What food type likely fills the freezer?,"['vegetables', 'pasta', 'ice cream', 'meat']",ice cream,Ice cream,0.5182575583457947,1
422,images/422.jpg,The white object in the right window is used most often during what season?,"['fall', 'spring', 'winter', 'summer']",summer,Summer,0.555135190486908,1
423,images/423.jpg,This fork has how many prongs?,"['six', 'seven', 'five', 'three']",three,5,0.4988033771514892,0
424,images/424.jpg,What is the healthiest ingredient on the pizza?,"['crust', 'sauce', 'cheese', 'mushroom']",mushroom,Mushroom,0.8593081831932068,1
425,images/425.jpg,What is the woman wearing?,"['onesie', 'pants', 'suit', 'dress']",dress,Dress,0.9144864678382874,1
426,images/426.jpg,What will the boy do if he hits?,"['leave', 'run', 'apologize', 'stop']",run,Run,0.9654892683029176,1
427,images/427.jpg,What is the second shelf in the fridge used for?,"['condiments', 'drinks', 'produce', 'eggs']",drinks,Eggs,0.3086092472076416,0
428,images/428.jpg,Where are the trucks headed to?,"['port', 'interstate', 'market', 'junkyard']",market,Market,0.9120758771896362,1
429,images/429.jpg,What are the zebras swinging?,"['butt', 'tail', 'head', 'feet']",tail,Tail,0.4719843566417694,1
430,images/430.jpg,Where is this bathroom probably located?,"['home', 'dorm', 'hotel', 'theater']",hotel,Hotel,0.9517041444778442,1
431,images/431.jpg,What color is in the center of the red flower?,"['brown', 'black', 'yellow', 'white']",white,White,0.5303745269775391,1
432,images/432.jpg,What region of the world is this?,"['africa', 'north america', 'europe', 'asia']",africa,Africa,0.6186069250106812,1
433,images/433.jpg,What sports equipment is on the ground?,"['hockey', 'football', 'baseball', 'basketball']",baseball,Baseball,0.9657717943191528,1
434,images/434.jpg,The dishes appear to be sitting on what?,"['table', 'ground', 'couch', 'stove']",ground,Ground,0.8330241441726685,1
435,images/435.jpg,Why is the man holding the fork?,"['showing off', 'organizing', 'cutting food', 'weapon']",cutting food,Cutting food,0.9552775025367736,1
436,images/436.jpg,What kind of flavor would the fruit on the pizza add?,"['sweet', 'spicy', 'umami', 'sour']",sweet,Sweet,0.8981056809425354,1
437,images/437.jpg,Why do these boats are painted in different color?,"['trend', 'security', 'custom', 'visibility']",visibility,Visibility,0.3751678764820099,1
438,images/438.jpg,What are the zebra's stripes for?,"['sight', 'fashion', 'camouflage', 'thermoregulation']",camouflage,Camouflage,0.5667641758918762,1
439,images/439.jpg,Where are the people standing?,"['city street', 'park', 'theatre', 'beach']",beach,Beach,0.9882314801216124,1
440,images/440.jpg,What color is the background of the large clock?,"['green', 'black', 'white', 'red']",white,Green,0.8054620027542114,0
441,images/441.jpg,Where is this dog located?,"['park', 'office', 'home', 'vet']",home,Home,0.8097109794616699,1
442,images/442.jpg,How are the skiers getting up the hill?,"['gondola', 'skiing', 'conveyer belt', 'chairlift']",chairlift,Chairlift,0.8498598337173462,1
443,images/443.jpg,What is the gray colored residue seen on the outer part of the middle of the board?,"['wax', 'dust', 'paint', 'mud']",wax,Wax,0.8729097843170166,1
444,images/444.jpg,At what time of day are the skateboarders probably skating on the beach?,"['dawn', 'night', 'sunrise', 'sunset']",sunset,Sunset,0.9957179427146912,1
445,images/445.jpg,Why might people sit here?,"['to testify', 'to rest', 'to shop', 'get tattoo']",to rest,Rest,0.8878282308578491,0
446,images/446.jpg,What is the same color as the most abundant color here?,"['peapod', 'orange', 'carrot', 'corn']",peapod,Orange,0.4234364330768585,0
447,images/447.jpg,What is the light green liquid in the glass and metal dispenser on the table far in the back left?,"['lime juice', 'olive oil', 'mountain dew', 'green tea']",olive oil,Olive oil,0.7770997285842896,1
448,images/448.jpg,What are the people doing in the water?,"['surfing', 'fishing', 'kayaking', 'swimming']",kayaking,Kayaking,0.7961804866790771,1
449,images/449.jpg,What are these people ready to do?,"['swim', 'run', 'eat', 'drink']",drink,Drink,0.9762930870056152,1
450,images/450.jpg,Which of these objects is used to write on and is present on the desk?,"['post-its', 'graph paper', 'chalk board', 'clip board']",post-its,Chalk board,0.3966280519962311,0
451,images/451.jpg,What is the person being viewed through?,"['window', 'flat screen', 'web cam', 'mirror']",window,Mirror,0.5778193473815918,0
452,images/452.jpg,What is the first word on the trailer?,"['clean', 'dry', 'emergency', 'services']",clean,Clean,0.7867146134376526,1
453,images/453.jpg,What kind of bike is being ridden?,"['bicycle', 'vespa', 'motorcycle', 'unicycle']",motorcycle,Bicycle,0.425931304693222,0
454,images/454.jpg,Why would someone sit here?,"['paint', 'work', 'drive', 'eat']",eat,Eat,0.9899166226387024,1
455,images/455.jpg,What vehicle might the thing on the wall have come from?,"['motorbike', 'tractor', 'car', 'cart']",cart,Tractor,0.7223193645477295,0
456,images/456.jpg,What can be done with this utensil?,"['brush', 'stir', 'flip', 'cut']",stir,Stir,0.9402676224708556,1
457,images/457.jpg,What would this fence help to contain?,"['balls', 'animals', 'rocks', 'weeds']",balls,Balls,0.9636973738670348,1
458,images/458.jpg,What are the people doing on the grass?,"['gaming', 'wrestling', 'eating', 'sports']",eating,Eating,0.9854736328125,1
459,images/459.jpg,What alcohol brand has a word that refers to the pattern of this animal?,"['red stripe', 'michelob ultra', 'blue hawaiian', 'red ale']",red stripe,Red stripe,0.5192791819572449,1
460,images/460.jpg,How many people are visible in the water?,"['five', 'six', 'two', 'seven']",two,2,0.4147236049175262,0
461,images/461.jpg,What word can be spelled by rearranging the brand letters on the bottom of the laptop screen?,"['paper', 'race', 'great', 'goal']",race,Goal,0.2869626581668854,0
462,images/462.jpg,Why is the kid wearing a helmet?,"['balance', 'speed', 'protection', 'agility']",protection,Protection,0.983121693134308,1
463,images/463.jpg,What is required to be on the ground to do this sport?,"['water', 'ice', 'salt', 'snow']",snow,Snow,0.9410799741744996,1
464,images/464.jpg,What is one tournament that is associated with this sport?,"['fa cup', 'wimbledon', 'world cup', 'ryder cup']",wimbledon,Wimbledon,0.9671379923820496,1
465,images/465.jpg,Which country uses this kind of mail service?,"['united states', 'kazakhstan', 'england', 'china']",england,England,0.8783461451530457,1
466,images/466.jpg,What is the red bag around the womans waist called?,"['purse', 'wallet', 'pocketbook', 'makeup bag']",purse,Pocketbook,0.3845514357089996,0
467,images/467.jpg,What is the girl doing in the bathroom?,"['brushing teeth', 'washing hands', 'taking selfie', 'painting walls']",taking selfie,Taking selfie,0.900991141796112,1
468,images/468.jpg,What is the first visible red word?,"['fast', 'go', 'was', 'one']",was,One,0.4506402611732483,0
469,images/469.jpg,Why are the children wearing hats?,"['warmth', 'protection', 'fashion', 'uniform']",warmth,Warmth,0.519278347492218,1
470,images/470.jpg,Why are the skiers wearing bibs with numbers on them?,"['as joke', 'to race', 'as punishment', 'for cosplay']",to race,To race,0.5970230102539062,1
471,images/471.jpg,What type of dog is it?,"['farm dog', 'service dog', 'domestic pet', 'stray dog']",domestic pet,Domestic pet,0.6383892893791199,1
472,images/472.jpg,The costumed character is likely seated in what locale?,"['theme park', 'carnival', 'sidewalk', 'campus']",sidewalk,Sidewalk,0.9879448413848876,1
473,images/473.jpg,What is the last letter on the license plate?,"['l', 'z', 'j', 'c']",j,J,0.3308623731136322,1
474,images/474.jpg,What number is on the player that's fully visible?,"['11', 'five', '21', '22']",21,21,0.9432819485664368,1
475,images/475.jpg,What is the round glass object?,"['window', 'microscope', 'camera lens', 'magnifying glass']",camera lens,Camera lens,0.8995757102966309,1
476,images/476.jpg,This dish is suitable for which group of people?,"['pregnant women', 'kids', 'meat eaters', 'vegetarians']",vegetarians,Vegetarians,0.9521567821502686,1
477,images/477.jpg,What kind of animal is is the truck?,"['horse', 'elephant', 'zebra', 'giraffe']",elephant,Elephant,0.9922717809677124,1
478,images/478.jpg,What type of company has an ad at the court?,"['clothing', 'travel', 'health', 'food']",travel,Travel,0.907762050628662,1
479,images/479.jpg,Where are all of the people in front of the yellow cab going?,"['talking', 'crossing street', 'running', 'shopping']",crossing street,Crossing street,0.5478904247283936,1
480,images/480.jpg,What part of the pizza is the person holding?,"['middle', 'toppings', 'crust', 'top']",crust,Crust,0.3006764054298401,1
481,images/481.jpg,What is used to keep their balance?,"['snow', 'swords', 'ski poles', 'knives']",ski poles,Ski poles,0.9568042159080504,1
482,images/482.jpg,What type of outer clothing does the person who last sat here like to wear?,"['hats', 'bras', 'belts', 'cowboy boots']",hats,Hats,0.8227472901344299,1
483,images/483.jpg,The paper cups probably contain what beverage?,"['alcoholic', 'soda', 'coffee', 'tea']",soda,Soda,0.8264191150665283,1
484,images/484.jpg,How is the device the boy is holding powered?,"['solar', 'battery', 'gas', 'electricity']",battery,Battery,0.5078817009925842,1
485,images/485.jpg,What type of shot is the woman about to hit?,"['forehand', 'slice', 'backhand', 'serve']",serve,Forehand,0.4065014719963074,0
486,images/486.jpg,What brand of lemon lime beverage is most likely sold here?,"['fanta', 'big red', 'rc', 'sprite']",sprite,Big red,0.5543234348297119,0
487,images/487.jpg,What are the kids on the boards learning to do?,"['wrestle', 'fish', 'scuba dive', 'body surf']",body surf,Body surf,0.7645010948181152,1
488,images/488.jpg,What are the people on the sidewalk likely to be?,"['police officers', 'tourists', 'royal people', 'horse riders']",tourists,Tourists,0.9070814847946168,1
489,images/489.jpg,Why is the woman sitting in the back of the man's bike on the right?,"['to terrorize', 'to scare', 'to sleep', 'to travel']",to travel,Travel,0.7343118786811829,0
490,images/490.jpg,What institution often performs the function represented by the word on the main level of the ship nearest the camera?,"['private enterprise', 'government', 'educational', 'commercial']",educational,Government,0.8683857321739197,0
491,images/491.jpg,What are the riders about to do now?,"['accelerate', 'compete', 'win', 'flip']",flip,Flip,0.7318019866943359,1
492,images/492.jpg,Where is this person located?,"['restaurant', 'home', 'library', 'office']",home,Home,0.995566427707672,1
493,images/493.jpg,What type of cake are the donuts?,"['chocolate', 'red velvet', 'vanilla', 'carrot']",carrot,Carrot,0.9919597506523132,1
494,images/494.jpg,What are the men doing?,"['hugging', 'laughing', 'kissing', 'crying']",laughing,Laughing,0.9719603657722472,1
495,images/495.jpg,What is the person riding the horse dressed as?,"['knight', 'football player', 'secretary', 'jockey']",knight,Knight,0.9061635732650756,1
496,images/496.jpg,This man is likely taking a photo in what type of location?,"['vestibule', 'bedroom', 'bathroom', 'office']",bathroom,Vestibule,0.781802773475647,0
497,images/497.jpg,Why would one sit here?,"['work', 'relax', 'paint', 'eat']",relax,Relax,0.9921385645866394,1
498,images/498.jpg,Why is there a bow on the car?,"['sale', 'style', 'gift', 'looks']",gift,Sale,0.2712064981460571,0
499,images/499.jpg,What does the large wheel on the left do?,"['purify water', 'generate electricity', 'sightseeing rides', 'mill grain']",sightseeing rides,Sightseeing rides,0.7668560743331909,1
